Source;Intensité d'entrée;Tension d'entrée;Intensité de sortie;Tension de sortie;Batterie;Température;Date;id;
1;186,1363415;18,78252055;130,3077631;48,68220757;591,7035936;24,9875279;06/04/2023 22:15;715;
1;117,261168;19,2582922;163,3053027;42,33365616;591,7470074;30,78829319;06/04/2023 22:20;716;
1;140,3869753;11,80013993;181,7295638;44,38826664;599,0275233;23,44915566;06/04/2023 22:25;717;
1;125,7293552;13,78633703;203,9898698;48,01946126;601,7794248;30,93848597;06/04/2023 22:30;718;
1;177,8140926;14,68920163;138,3738069;48,17434058;608,6411598;25,62450477;06/04/2023 22:35;719;
1;158,1016908;14,29454816;137,6900194;48,84203852;615,9526611;28,79302932;06/04/2023 22:40;720;
1;126,3757342;13,12509692;131,5078738;43,22560645;619,953826;30,35859609;06/04/2023 22:45;721;
1;165,2830756;18,17594393;128,9629368;43,71041866;625,1321114;27,644962;06/04/2023 22:50;722;
1;102,7106148;17,34822478;216,1202047;49,44855609;625,3924422;27,56451325;06/04/2023 22:55;723;
1;189,8767831;18,48361758;132,325239;49,90939191;630,3474103;30,7104651;06/04/2023 23:00;724;
1;195,9827525;14,22843875;182,7595902;46,29033176;633,7065344;29,38710982;06/04/2023 23:05;725;
1;193,6010542;13,85062307;154,1184331;40,02354365;639,9474164;25,00699751;06/04/2023 23:10;726;
1;162,911694;17,68009365;193,3726351;40,02789569;642,2581703;26,56533448;06/04/2023 23:15;727;
1;134,085115;14,03882192;191,3460127;49,02328102;648,3491798;25,2311653;06/04/2023 23:20;728;
1;135,8393259;16,3278842;160,0131086;45,12975064;653,9140051;22,4160103;06/04/2023 23:25;729;
1;127,6774521;14,72432339;129,4806558;48,92567164;655,5594839;30,04980116;06/04/2023 23:30;730;
1;130,6300258;15,25725758;127,4576467;46,03207752;664,7942682;24,28586029;06/04/2023 23:35;731;
1;149,8075936;14,40927073;193,0985621;48,39109843;670,4196021;22,77239588;06/04/2023 23:40;732;
1;141,168256;14,98647192;173,5567828;45,41899523;677,9871153;24,71437053;06/04/2023 23:45;733;
1;192,0494287;11,26985803;189,1101907;42,49425454;687,4426901;22,47957738;06/04/2023 23:50;734;
1;195,3456456;16,37650882;141,6048555;40,5307862;695,5377712;23,84207575;06/04/2023 23:55;735;
1;150,8193666;15,28170344;128,2766997;43,18068096;697,0691878;26,7607042;07/04/2023 00:00;736;
1;132,0202013;18,90393608;181,5622582;41,51870964;701,4376732;21,26764108;07/04/2023 00:05;737;
1;190,5359633;14,00238655;155,9817953;48,55017633;708,7767382;27,39198669;07/04/2023 00:10;738;
1;158,2668475;11,53180668;147,3813552;40,50736946;710,6552972;27,49593102;07/04/2023 00:15;739;
1;155,237079;14,36809747;150,5638267;45,77367708;719,9619697;30,45478984;07/04/2023 00:20;740;
1;100,2454404;13,93290612;186,261152;41,68672558;727,3865541;24,62789472;07/04/2023 00:25;741;
1;191,5055627;13,67444883;183,5567518;45,02107305;733,1273532;30,64764377;07/04/2023 00:30;742;
1;175,9070769;11,6335361;193,9000487;43,94495155;734,3547172;24,09819419;07/04/2023 00:35;743;
1;124,1127601;18,30221437;126,5088101;41,12916054;742,743027;21,6264209;07/04/2023 00:40;744;
1;117,9531653;19,10324705;194,0457261;41,10795336;751,5856906;30,95223224;07/04/2023 00:45;745;
1;121,7265122;18,33343331;143,6343433;42,28283871;755,4212473;27,7002267;07/04/2023 00:50;746;
1;139,1739165;10,09606536;166,399508;47,37823856;758,9188838;30,70595113;07/04/2023 00:55;747;
1;172,9749704;17,24609123;175,9589905;41,66190247;764,1169088;25,49694691;07/04/2023 01:00;748;
1;163,3266262;10,00658076;175,3707888;45,71141014;770,8764769;26,5815798;07/04/2023 01:05;749;
1;191,9986258;12,85913908;134,449191;43,03349658;778,523112;30,90844024;07/04/2023 01:10;750;
1;159,0549041;15,29338296;120,8661587;44,45265435;788,3308;26,94907374;07/04/2023 01:15;751;
1;161,2774566;15,67434071;165,2656453;46,32945011;794,8707628;21,27347421;07/04/2023 01:20;752;
1;104,908972;11,3599376;162,509832;41,10229179;796,6485667;26,11743077;07/04/2023 01:25;753;
1;153,3891488;15,59996276;177,0306861;49,49023554;806,4468908;24,09752899;07/04/2023 01:30;754;
1;131,9625123;17,18931364;153,59073;43,01859996;815,1180346;28,28163807;07/04/2023 01:35;755;
1;174,6524231;16,69021142;129,2509712;42,95390068;816,9923989;27,56966123;07/04/2023 01:40;756;
1;172,7640167;16,7715692;206,1162651;45,93268595;819,0225921;29,02791247;07/04/2023 01:45;757;
1;129,6121163;17,73808538;212,9866686;45,76798567;827,3276773;23,4133144;07/04/2023 01:50;758;
1;103,83759;19,90431076;174,3046607;44,42642465;833,1446029;25,09010903;07/04/2023 01:55;759;
1;150,907745;19,12920742;177,282308;46,00415597;834,316536;27,22786499;07/04/2023 02:00;760;
1;123,2787814;18,72667069;150,2559921;49,29200959;840,3986282;22,3956209;07/04/2023 02:05;761;
1;146,5723187;16,19245351;203,4264895;46,2988166;844,5753862;28,61630266;07/04/2023 02:10;762;
1;192,6448129;13,45020436;190,5239818;43,3980656;846,4263991;23,02709752;07/04/2023 02:15;763;
1;134,4799493;14,3587896;195,4121529;43,78456499;851,2999587;27,73171387;07/04/2023 02:20;764;
1;186,7586713;18,15730283;156,312682;40,36263554;852,8024;26,89060796;07/04/2023 02:25;765;
1;125,9316282;13,04389747;211,8315423;42,70507059;861,8425203;23,06851694;07/04/2023 02:30;766;
1;136,6467559;10,10075161;153,1749435;47,13259928;868,67548;30,26523102;07/04/2023 02:35;767;
1;103,8989814;14,15866002;155,6120707;47,33236952;875,0815285;22,03732118;07/04/2023 02:40;768;
1;116,1646352;19,26658999;214,7394551;45,55205628;882,5528748;23,32301574;07/04/2023 02:45;769;
1;120,6017843;19,66895746;161,462936;46,8486116;890,3095718;23,26257482;07/04/2023 02:50;770;
1;179,6482668;17,2958169;133,5305441;48,8561821;898,3469418;28,26095927;07/04/2023 02:55;771;
1;188,9957445;15,54443158;175,4268315;46,85162373;899,4861503;26,25288904;07/04/2023 03:00;772;
1;193,0937503;17,42331466;174,0227197;45,83206808;908,1817998;21,5360685;07/04/2023 03:05;773;
1;181,3586628;15,5964918;194,8598795;41,8948411;917,353161;23,3927898;07/04/2023 03:10;774;
1;186,9611979;16,66061091;171,2274143;48,4402881;921,1780504;25,09649135;07/04/2023 03:15;775;
1;147,512566;11,3227353;145,2832154;48,62495634;928,9774407;21,84333074;07/04/2023 03:20;776;
1;119,5398117;11,56284097;164,7991807;44,53787321;937,1508862;29,62127827;07/04/2023 03:25;777;
1;106,5393846;19,4596555;204,9758803;42,09505198;944,3710291;21,58394554;07/04/2023 03:30;778;
1;166,703043;13,66145356;210,091793;44,92753754;951,3856633;24,5993281;07/04/2023 03:35;779;
1;157,7370107;10,85651565;172,0788782;45,6748283;955,7145112;26,63258211;07/04/2023 03:40;780;
1;131,0578515;11,69103579;164,2546652;41,99370351;963,779873;29,62428676;07/04/2023 03:45;781;
1;160,4704071;18,56790487;210,6165468;46,89795306;966,2498791;28,00512796;07/04/2023 03:50;782;
1;117,0889146;16,89293441;143,1760272;44,27197335;967,883078;25,78501421;07/04/2023 03:55;783;
1;167,0204131;18,05600447;138,8198874;42,54543331;975,6357445;24,58159464;07/04/2023 04:00;784;
1;106,4362934;14,5832888;167,0039257;46,88649993;980,258966;27,20200787;07/04/2023 04:05;785;
1;199,3022363;12,3103702;164,5928688;46,34371918;987,5726622;22,31329351;07/04/2023 04:10;786;
1;117,8581098;18,69880417;141,3058297;45,62806816;997,530357;21,8595232;07/04/2023 04:15;787;
1;108,4039639;13,26004168;183,4591084;43,28384908;997,9945536;29,48098735;07/04/2023 04:20;788;
1;193,9429078;17,68961192;212,7902728;45,63092499;1007,875335;22,99648837;07/04/2023 04:25;789;
1;134,4212382;16,93011089;192,6362821;42,87241084;1013,503641;25,28556512;07/04/2023 04:30;790;
1;157,1274536;17,9881494;163,0229224;43,46768819;1022,582268;28,42126135;07/04/2023 04:35;791;
1;192,8619426;15,08287641;162,7716494;49,89216101;1023,315583;28,67252939;07/04/2023 04:40;792;
1;169,3528018;19,87419708;190,0763368;42,77117138;1029,412195;23,62125972;07/04/2023 04:45;793;
1;158,9821363;19,73191646;171,9073323;46,51865811;1035,116932;30,78211014;07/04/2023 04:50;794;
1;103,5095398;10,27123698;201,207324;43,52394058;1042,006668;25,63299576;07/04/2023 04:55;795;
1;101,7727969;13,80822374;214,8645392;44,47238424;1047,726352;24,80303068;07/04/2023 05:00;796;
1;153,7858829;15,99662199;135,1589168;43,87742763;1047,960773;27,6894167;07/04/2023 05:05;797;
1;169,3590596;18,96173136;184,6166393;40,09058432;1052,321203;23,08271179;07/04/2023 05:10;798;
1;164,1343424;17,95002019;176,1784731;46,42221049;1060,657391;26,86963382;07/04/2023 05:15;799;
1;170,355366;17,82257731;154,3240026;49,8642902;1063,635552;26,84119052;07/04/2023 05:20;800;
1;105,8227663;17,73376972;149,400147;47,68735081;1068,352723;29,60259771;07/04/2023 05:25;801;
1;111,6749935;16,08564176;141,7283207;40,74253723;1075,779861;23,57425653;07/04/2023 05:30;802;
1;129,2407095;15,95003783;155,2524731;48,43325802;1084,987615;29,21774643;07/04/2023 05:35;803;
1;122,7855624;19,59154822;204,6180424;41,62137426;1092,49334;24,48672559;07/04/2023 05:40;804;
1;113,1953804;17,62062584;209,2394742;46,35072445;1095,91496;21,22775583;07/04/2023 05:45;805;
1;113,5239579;19,52492079;152,9149574;47,35107698;1103,735717;30,30785117;07/04/2023 05:50;806;
1;199,7705962;18,8210741;120,8607217;47,8931495;1104,795857;24,73452748;07/04/2023 05:55;807;
1;107,6945587;18,562536;129,912027;42,20102354;1110,619039;27,74384478;07/04/2023 06:00;808;
1;168,7816417;12,55904372;185,9125101;49,53207261;1119,148972;28,12054289;07/04/2023 06:05;809;
1;106,7034796;17,81180652;169,6077128;46,89778836;1127,454956;27,27442281;07/04/2023 06:10;810;
1;178,5588134;11,12224087;178,9881301;42,88244959;1136,515419;24,8744649;07/04/2023 06:15;811;
1;173,3564849;12,72702123;136,0966541;49,51416493;1139,934197;25,43523123;07/04/2023 06:20;812;
1;118,5960169;18,10503056;194,5108333;40,30657944;1145,88645;21,39742097;07/04/2023 06:25;813;
1;141,703798;17,86616269;187,9388026;45,64048434;1149,296444;26,4992183;07/04/2023 06:30;814;
1;108,0476685;15,78631517;141,744717;40,06170581;1154,787288;27,25431836;07/04/2023 06:35;815;
1;110,5180459;18,82996495;186,0613945;47,65628155;1161,424718;21,10797199;07/04/2023 06:40;816;
1;183,9301965;16,02257836;161,4675713;41,99845498;1164,956268;24,58184303;07/04/2023 06:45;817;
1;108,068784;15,2634014;140,9652602;41,3446022;1171,758275;21,87997959;07/04/2023 06:50;818;
1;154,6706136;12,7727629;176,8441947;46,46949049;1174,86688;22,9882695;07/04/2023 06:55;819;
1;169,9351443;11,5480941;196,9042118;47,88199367;1182,756717;24,78703013;07/04/2023 07:00;820;
1;194,8322213;14,40216119;166,4531855;41,14811709;1184,946187;30,668136;07/04/2023 07:05;821;
1;173,994035;15,05296882;205,1902678;49,12272903;1191,842469;22,91880321;07/04/2023 07:10;822;
1;183,7740495;12,70137668;124,0625557;45,37421915;1196,277174;23,59158322;07/04/2023 07:15;823;
1;129,5537743;16,3210518;134,8375635;48,28807531;1199,812626;27,64308022;07/04/2023 07:20;824;
1;127,8890182;10,61109509;191,8328952;48,87905008;1201,09598;29,21788763;07/04/2023 07:25;825;
1;196,5365925;16,32372704;134,8934982;45,89139511;1201,900786;30,78703665;07/04/2023 07:30;826;
1;198,6441283;14,63874703;217,6035607;43,25316192;1211,556549;29,83236115;07/04/2023 07:35;827;
1;192,7949764;17,75086984;200,192917;40,38597356;1218,721969;30,90857998;07/04/2023 07:40;828;
1;177,1930704;18,88776774;163,4668269;49,45352065;1219,088298;22,97506204;07/04/2023 07:45;829;
1;117,0461506;14,27089059;142,3301742;42,88415683;1223,266705;27,68450743;07/04/2023 07:50;830;
1;196,6179346;14,16122977;168,8160683;44,30484248;1228,127759;29,45565665;07/04/2023 07:55;831;
1;167,9100688;17,89072184;133,4503194;47,2017096;1232,722373;26,98121696;07/04/2023 08:00;832;
1;179,4482251;14,98514904;187,5028255;40,68323769;1241,345659;26,68869122;07/04/2023 08:05;833;
1;184,6655342;11,85575999;168,7951112;45,90087551;1245,153022;24,9610871;07/04/2023 08:10;834;
1;198,434237;16,80162996;211,8576068;41,44730692;1247,437922;27,09689771;07/04/2023 08:15;835;
1;148,266886;13,33570574;202,2266425;41,1444211;1257,319025;30,37374146;07/04/2023 08:20;836;
1;147,74043;15,21123969;176,7492418;44,46826399;1259,197437;21,30375515;07/04/2023 08:25;837;
1;129,4783138;11,25750672;181,1020816;44,03601693;1269,088256;23,95699867;07/04/2023 08:30;838;
1;127,2757012;15,35790728;199,232763;48,4424486;1273,38204;30,4974694;07/04/2023 08:35;839;
1;188,1854358;18,96076077;161,2017654;46,20475924;1275,518565;21,88687047;07/04/2023 08:40;840;
1;198,8378687;12,87193023;120,4306988;45,30791206;1277,848113;30,64193484;07/04/2023 08:45;841;
1;189,1002931;10,71494445;200,677504;47,70324489;1286,768142;24,49266589;07/04/2023 08:50;842;
1;121,5228887;17,02840827;127,0860949;41,18040687;1293,035019;26,7006928;07/04/2023 08:55;843;
1;163,0516571;19,10234354;156,3230111;44,18677372;1294,380658;28,60420169;07/04/2023 09:00;844;
1;165,7650896;10,41608235;127,2863386;42,46536854;1301,454094;21,52211669;07/04/2023 09:05;845;
1;141,1957392;17,25918961;208,8996678;43,01600922;1302,707155;25,9309583;07/04/2023 09:10;846;
1;128,5197958;14,47084063;214,9189328;41,1114634;1312,513945;21,37421655;07/04/2023 09:15;847;
1;144,536502;17,32464963;151,3501436;47,31573449;1321,857538;21,8907269;07/04/2023 09:20;848;
1;132,6586352;16,43746016;164,488202;47,90735486;1330,668754;30,52714273;07/04/2023 09:25;849;
1;130,8588771;11,17201268;167,9155439;41,99154781;1337,489794;23,84686439;07/04/2023 09:30;850;
1;128,3651708;17,40966759;186,6612238;41,77259089;1343,2746;24,97200817;07/04/2023 09:35;851;
1;154,3919983;17,42335347;190,7190046;47,348893;1347,489711;28,48569459;07/04/2023 09:40;852;
1;103,1640337;13,36404668;127,6758507;43,2119196;1354,06071;24,02447786;07/04/2023 09:45;853;
1;103,4369485;10,56574532;178,8657665;47,18962226;1363,373174;24,22795276;07/04/2023 09:50;854;
1;119,2966969;13,64395226;193,2280494;49,53714932;1365,905284;22,25321728;07/04/2023 09:55;855;
1;110,6865108;13,85254712;216,4400323;49,80478257;1366,331367;28,03030149;07/04/2023 10:00;856;
1;114,9132591;15,77813116;201,9720667;45,28362009;1369,077132;27,87435461;07/04/2023 10:05;857;
1;119,9401806;11,34268842;145,3333008;40,41624133;1375,420391;21,20859602;07/04/2023 10:10;858;
1;162,5492394;16,67930664;157,4691399;43,70017662;1381,002218;27,70490935;07/04/2023 10:15;859;
1;126,8526984;14,41264929;185,8900869;46,34045789;1383,876004;26,35828383;07/04/2023 10:20;860;
1;151,7705656;14,78341083;157,6141413;42,84535356;1393,512954;29,50346034;07/04/2023 10:25;861;
1;187,7315518;18,69769072;162,4969033;41,9637169;1395,245971;28,9304426;07/04/2023 10:30;862;
1;177,7213196;10,78328735;163,9899796;48,75696439;1403,106113;26,45622072;07/04/2023 10:35;863;
1;134,5543069;17,81000399;160,5533634;43,64929093;1404,44444;29,87427095;07/04/2023 10:40;864;
1;186,3113073;12,53445235;162,2378132;49,538609;1407,977831;25,14362957;07/04/2023 10:45;865;
1;129,732546;15,16614267;159,2464994;45,54496025;1410,699052;23,90760575;07/04/2023 10:50;866;
1;116,732523;15,93168273;137,3999571;44,25777609;1413,637058;26,39653653;07/04/2023 10:55;867;
1;167,2480028;11,75347047;200,3687558;48,63039338;1419,987291;28,42409048;07/04/2023 11:00;868;
